Path,Group,Dataset,L1Path,L1Prescale(9.5e33),Steam L1path,Steam L1Prescale,WBM hltPrescale(9.5e33),Steam hltPrescale,Wbm Count,Steam Count,,Data Rate (Hz),,,Steam Rate (Hz),,abs(Data-Steam)(Hz),,Bias : (data-steam)/max(data;steam),,Pull
HLT_DoubleMu3_Trk_Tau3mu,"BPH","OnlineMonitor,DoubleMuonLowMass",L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu0er1p4_dEta_Max1p8_OS||L1_DoubleMu_10_0_dEta_Max1p8||L1_DoubleMu_11_4||L1_TripleMu0,1||1||1||1||1,L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu0er1p4_dEta_Max1p8_OS||L1_DoubleMu_10_0_dEta_Max1p8||L1_DoubleMu_11_4||L1_TripleMu0,1||0||0||1||1,1,1,117596,290,22.13000,+/-,0.06453,20.43491,+/-,1.19998,1.69509,7.66%,+/-,5.02%,1.41260071547
HLT_Mu27,"SMP","OnlineMonitor,SingleMuon",L1_SingleMu22||L1_SingleMu25,1||1,L1_SingleMu22||L1_SingleMu25,1||1,200,200,6173,14,1.16000,+/-,0.01476,0.00493,+/-,0.00132,1.15507,99.57%,+/-,1.27%,78.2343519522
AlCa_EcalPi0EBonly,"SMP","OnlineMonitor,SingleMuon",L1_SingleMu22||L1_SingleMu25,1||1,L1_SingleMu22||L1_SingleMu25,1||1,200,200,6173,14,1.16000,+/-,0.01476,0.00493,+/-,0.00132,1.15507,99.57%,+/-,1.27%,78.2343519522
HLT_Mu20,"SMP","OnlineMonitor,SingleMuon",L1_SingleMu18,1,L1_SingleMu18,100,626,626,5295,14,1.00000,+/-,0.01374,0.00158,+/-,0.00042,0.99842,99.84%,+/-,1.37%,72.652077593
HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT300,"null","OnlineMonitor,MuonEG",L1_Mu6_HTT200||L1_Mu8_HTT150||L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,1||0||7500||0||5000||0||1||1||1||1||1,L1_Mu6_HTT200||L1_Mu8_HTT150||L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,1||0||9500||0||6500||0||0||0||1||1||1,1,1,25131,61,4.73000,+/-,0.02984,4.29838,+/-,0.55035,0.43162,9.13%,+/-,10.59%,0.78426824946
HLT_Ele15_IsoVVVL_PFHT400,"SUS","OnlineMonitor,SingleElectron",L1_SingleEG5,43000,L1_SingleEG5,50000,1,1,27479,71,5.17000,+/-,0.03119,5.00303,+/-,0.59375,0.16697,3.23%,+/-,11.13%,0.28121357054
HLT_AK8PFJet320,"SMP","OnlineMonitor,JetHT",L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,1||1||1,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,1||1||1,30,30,14824,25,2.79000,+/-,0.02292,0.05872,+/-,0.01174,2.73128,97.90%,+/-,0.82%,119.191302359
HLT_Photon50_R9Id90_HE10_IsoM,"SMP,SUS","OnlineMonitor,SinglePhoton",L1_SingleEG34||L1_SingleEG40,1||1,L1_SingleEG34||L1_SingleEG40,1||1,130,130,5415,17,1.02000,+/-,0.01386,0.00921,+/-,0.00223,1.01079,99.10%,+/-,1.36%,72.9219014592
HLT_MET75_IsoTrk50,"EXO","OnlineMonitor,MET",L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,0||100||0||1||1||1,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,0||150||0||1||1||1,1,1,5141,18,0.97000,+/-,0.01353,1.26837,+/-,0.29896,0.29837,23.52%,+/-,18.06%,0.998043553323
HLT_Random,"null","OnlineMonitor,ExpressPhysics,ZeroBias",,,,,120,1,25318,0,4.76000,+/-,0.02992,0.00000,+/-,0.00000,4.76000,100.00%,+/-,0.63%,No rates in Steam
HLT_Mu17_Mu8_SameSign_DZ,"null","OnlineMonitor,DoubleMuon",L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1,1,1,28553,68,5.37000,+/-,0.03178,4.79163,+/-,0.58107,0.57837,10.77%,+/-,9.67%,0.995345351623
HLT_L2Mu10_NoVertex_NoBPTX,"EXO","OnlineMonitor,NoBPTX",L1_SingleMuOpen_NotBptxOR,10,L1_SingleMuOpen_NotBptx||,0||,135,135,2919,5,0.55000,+/-,0.01018,0.00261,+/-,0.00117,0.54739,99.53%,+/-,1.85%,53.7714017633
HLT_QuadMuon0_Dimuon0_Jpsi,"BPH","OnlineMonitor,Charmonium",L1_QuadMu0,1,L1_QuadMu0,1,1,1,2047,8,0.39000,+/-,0.00862,0.56372,+/-,0.19931,0.17372,30.82%,+/-,24.51%,0.871634007983
HLT_AK8DiPFJet250_200_TrimMass30,"B2G PAG","OnlineMonitor,JetHT",L1_SingleJet180||L1_SingleJet200,1||1,L1_SingleJet180||L1_SingleJet200,1||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_PFHT200_PFAlphaT0p51,"null","OnlineMonitor,HTMHT",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,7500||0||5000||0||1||1||1||1||0||100||0||1||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,9500||0||6500||0||0||0||1||1||0||150||0||1||1||1,174,174,5998,24,1.13000,+/-,0.01459,0.00972,+/-,0.00198,1.12028,99.14%,+/-,1.29%,76.7806220858
HLT_DiCentralPFJet170,"EXO.","OnlineMonitor,JetHT",L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120||L1_SingleJet200,1||1||1||1,L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120||L1_SingleJet200,1||1||1||1,348,348,5533,9,1.04000,+/-,0.01398,0.00182,+/-,0.00061,1.03818,99.82%,+/-,1.34%,74.2537959194
HLT_Mu24_eta2p1,"SMP,EXO","OnlineMonitor,SingleMuon",L1_SingleMu20er||L1_SingleMu22,1||1,L1_SingleMu20er||L1_SingleMu22,1||1,300,300,5674,16,1.07000,+/-,0.01420,0.00376,+/-,0.00094,1.06624,99.65%,+/-,1.33%,75.0613921667
DST_CaloJet40_BTagScouting,"SMP,EXO","OnlineMonitor,SingleMuon",L1_SingleMu20er||L1_SingleMu22,1||1,L1_SingleMu20er||L1_SingleMu22,1||1,300,300,5674,16,1.07000,+/-,0.01420,0.00376,+/-,0.00094,1.06624,99.65%,+/-,1.33%,75.0613921667
HLT_HT350_DisplacedDijet80_Tight_DisplacedTrack,"EXO","OnlineMonitor,DisplacedJet",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,7500||0||5000||0||1||1||1||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,9500||0||6500||0||0||0||1||1||1,1,1,2644,6,0.50000,+/-,0.00972,0.42279,+/-,0.17260,0.07721,15.44%,+/-,29.25%,0.447318033402
HLT_Photon50_R9Id90_HE10_Iso40_EBOnly_PFMET40,"HIG","OnlineMonitor,SinglePhoton",L1_SingleEG40,1,L1_SingleEG40,1,22,22,4038,13,0.76000,+/-,0.01196,0.04164,+/-,0.01155,0.71836,94.52%,+/-,1.58%,60.0637711772
HLT_Ele50_CaloIdVT_GsfTrkIdT_PFJet165,"B2G","OnlineMonitor,SingleElectron",L1_SingleEG40,1,L1_SingleEG40,1,1,1,72762,177,13.69000,+/-,0.05075,12.47234,+/-,0.93748,1.21766,8.89%,+/-,6.25%,1.29886625356
HLT_Mu16_TkMu0_dEta18_Phi,"BPH","OnlineMonitor,MuOnia",L1_SingleMu14er||L1_SingleMu16,0||0,L1_SingleMu14er||L1_SingleMu16,0||0,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_RsqMR270_Rsq0p09_MR200,"SUS","OnlineMonitor,HTMHT",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC80||L1_DoubleJetC100||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_Mu6_HTT200||L1_Mu8_HTT150||L1_EG27er_HTT200||L1_EG25er_HTT125||L1_DoubleEG6_HTT255,7500||0||5000||0||1||1||1||1||42||0||1||1||1||1||1||0||1||0||1||1||1||0||1||0||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC80||L1_DoubleJetC100||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_Mu6_HTT200||L1_Mu8_HTT150||L1_EG27er_HTT200||L1_EG25er_HTT125||L1_DoubleEG6_HTT255,9500||0||6500||0||0||0||1||1||100||0||0||1||1||1||1||0||1||0||1||1||1||0||1||0||1,1,1,34730,90,6.53000,+/-,0.03504,6.34187,+/-,0.66849,0.18813,2.88%,+/-,9.96%,0.281427343682
HLT_HT200,"EXO","OnlineMonitor,DisplacedJet",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,7500||0||5000||0||1||1||1||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,9500||0||6500||0||0||0||1||1||1,6720,6720,4304,13,0.81000,+/-,0.01235,0.00014,+/-,0.00004,0.80986,99.98%,+/-,1.52%,65.5938370839
HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL_DZ,"HIG","OnlineMonitor,ExpressPhysics,DoubleEG",L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,1||1||1||1||1||1||0||1||1||1||1||1||1||0||1||1||1||1||1||1||0||1||1||1||1||1||1||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,1||1||1||1||1||1||0||0||1||1||1||1||1||0||0||1||1||1||1||1||0||1||1||1||1||1||1||1||0,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Mu16_TkMu0_dEta18_Onia,"BPH","OnlineMonitor,MuOnia",L1_SingleMu14er||L1_SingleMu16,0||0,L1_SingleMu14er||L1_SingleMu16,0||0,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Ele24_eta2p1_WPLoose_Gsf_LooseIsoPFTau30,"null","OnlineMonitor,SingleElectron",L1_IsoEG22er_IsoTau26er_dEta_Min0p2,1,L1_IsoEG22er_IsoTau26er_dEta_Min0p2,1,1,1,32941,83,6.20000,+/-,0.03416,5.84861,+/-,0.64197,0.35139,5.67%,+/-,9.78%,0.547360512047
HLT_PFHT350_DiPFJetAve90_PFAlphaT0p53,"SUS","OnlineMonitor,HTMHT",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,7500||0||5000||0||1||1||1||1||0||100||0||1||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,9500||0||6500||0||0||0||1||1||0||150||0||1||1||1,1,1,22553,65,4.24000,+/-,0.02823,4.58024,+/-,0.56811,0.34024,7.43%,+/-,11.50%,0.59889626771
HLT_IsoMu21_eta2p1_LooseIsoPFTau50_Trk30_eta2p1_SingleL1,"HIG,TAU. EXO","OnlineMonitor,SingleMuon",L1_SingleMu20er||L1_SingleMu22er,1||1,L1_SingleMu20er||L1_SingleMu22er,1||1,1,1,18315,61,3.45000,+/-,0.02549,4.29838,+/-,0.55035,0.84838,19.74%,+/-,10.29%,1.54152095656
HLT_IsoMu27,"SMP","OnlineMonitor,SingleMuon",L1_SingleMu22||L1_SingleMu25,1||1,L1_SingleMu22||L1_SingleMu25,1||1,1,1,475952,1261,89.55000,+/-,0.12980,88.85662,+/-,2.50226,0.69338,0.77%,+/-,2.78%,0.277101709505
HLT_DoubleIsoMu17_eta2p1_noDzCut,"null","OnlineMonitor,SingleMuon",L1_DoubleMu_12_5,1,L1_DoubleMu_12_5,1,1,1,26917,73,5.06000,+/-,0.03084,5.14396,+/-,0.60205,0.08396,1.63%,+/-,11.53%,0.139455292569
HLT_Ele24_eta2p1_WPLoose_Gsf,"TAU,HIG","OnlineMonitor,SingleElectron",L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleEG40,0||1||1,L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleEG40,0||0||1,100,100,6849,18,1.29000,+/-,0.01559,0.01268,+/-,0.00299,1.27732,99.02%,+/-,1.21%,81.9449726727
HLT_DoubleEle33_CaloIdL_GsfTrkIdVL_MW,"EXO","OnlineMonitor,EventDisplay,DoubleEG",L1_SingleEG26||L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,210||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1||1,L1_SingleEG26||L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,300||1||1||1||1||1||1||1||1||1||1||1||1||1||1||0||1||1||1||1||1,1,1,47067,123,8.86000,+/-,0.04084,8.66722,+/-,0.78150,0.19278,2.18%,+/-,8.64%,0.246680632553
HLT_L1FatEvents_part0,"null","HLTPhysics0",,,,,7,1,561992,157278,105.74000,+/-,0.14105,11082.62605,+/-,27.94529,10976.88605,99.05%,+/-,0.00%,392.799083038
HLT_L1FatEvents_part3,"null","HLTPhysics3",,,,,0,1,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_AK8PFJet360_TrimMass30,"B2G","OnlineMonitor,JetHT",L1_SingleJet180||L1_SingleJet200,1||1,L1_SingleJet180||L1_SingleJet200,1||1,1,1,50646,132,9.53000,+/-,0.04235,9.30141,+/-,0.80958,0.22859,2.40%,+/-,8.30%,0.282359164018
HLT_HISinglePhoton40,"HIN","OnlineMonitor,HINPhoton",L1_SingleEG5,43000,L1_SingleEG5,50000,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_PFMET100_PFMHT100_IDTight_BeamHaloCleaned,"JME","OnlineMonitor,MET",L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM75||L1_ETM80||L1_ETM85||L1_ETM90||L1_ETM95||L1_ETM100||L1_ETM75_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60,0||100||0||1||1||1||1||1||1||1||1,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM75||L1_ETM80||L1_ETM85||L1_ETM90||L1_ETM95||L1_ETM100||L1_ETM75_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60,0||150||0||0||1||0||1||0||1||0||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
DST_L1HTT_CaloScouting_PFScouting,"JME","OnlineMonitor,MET",L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM75||L1_ETM80||L1_ETM85||L1_ETM90||L1_ETM95||L1_ETM100||L1_ETM75_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60,0||100||0||1||1||1||1||1||1||1||1,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM75||L1_ETM80||L1_ETM85||L1_ETM90||L1_ETM95||L1_ETM100||L1_ETM75_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60,0||150||0||0||1||0||1||0||1||0||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Photon90_R9Id90_HE10_IsoM,"SMP,SUS","OnlineMonitor,SinglePhoton",L1_SingleEG34||L1_SingleEG40,1||1,L1_SingleEG34||L1_SingleEG40,1||1,13,13,6647,19,1.25000,+/-,0.01533,0.10299,+/-,0.02363,1.14701,91.76%,+/-,1.24%,48.5467277664
HLT_DoubleJetsC100_SingleBTagCSV_p026,"Higgs,Analysis","OnlineMonitor,BTagCSV",L1_DoubleJetC100,1,L1_DoubleJetC100,1,530,530,5193,7,0.98000,+/-,0.01360,0.00093,+/-,0.00035,0.97907,99.91%,+/-,1.39%,71.9940376311
HLT_DiPFJetAve500,"JME","OnlineMonitor,JetHT",L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,1||1||1,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,1||1||1,2,2,8873,26,1.67000,+/-,0.01773,0.91605,+/-,0.17965,0.75395,45.15%,+/-,6.00%,4.19674452823
HLT_Photon165_R9Id90_HE10_IsoM,"SMP","OnlineMonitor,SinglePhoton",L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,1||1||1||1||1||1||1||1||1||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,1||1||1||1||1||1||1||1||1||1||1,1,1,7879,20,1.48000,+/-,0.01667,1.40930,+/-,0.31513,0.07070,4.78%,+/-,20.31%,0.224339057777
HLT_Photon50_R9Id90_HE10_Iso40_EBOnly_VBF,"HIG","OnlineMonitor,SinglePhoton",L1_SingleEG40,1,L1_SingleEG40,1,4,4,9311,25,1.75000,+/-,0.01814,0.44041,+/-,0.08808,1.30959,74.83%,+/-,1.64%,14.8679626168
HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL,"HIG","OnlineMonitor,DoubleEG",L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,1||1||1||1||1||1||0||1||1||1||1||1||1||0||1||1||1||1||1||1||0||1||1||1||1||1||1||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,1||1||1||1||1||1||0||0||1||1||1||1||1||0||0||1||1||1||1||1||0||1||1||1||1||1||1||1||0,10,10,18154,32,3.42000,+/-,0.02538,0.22549,+/-,0.03986,3.19451,93.41%,+/-,0.75%,80.1409977932
HLT_PFHT450_SixJet40,"HIG","OnlineMonitor,JetHT",L1_HTT280||L1_HTT300,1||1,L1_HTT280||L1_HTT300,1||1,18,18,5429,20,1.02000,+/-,0.01384,0.07829,+/-,0.01751,0.94171,92.32%,+/-,1.36%,53.7895405548
HLT_Ele10_CaloIdM_TrackIdM_CentralPFJet30_BTagCSV_p13,"null","OnlineMonitor,DoubleEG",L1_Jet32_Mu0_EG10_dPhi_Jet_Mu_Max0p4_dPhi_Mu_EG_Min1p0,110,L1_Jet32_Mu0_EG10_dPhi_Jet_Mu_Max0p4_dPhi_Mu_EG_Min1p0,150,1,1,4977,14,0.94000,+/-,0.01332,0.98651,+/-,0.26366,0.04651,4.71%,+/-,25.50%,0.176414400026
HLT_Mu12_Photon25_CaloIdL,"HIG","OnlineMonitor,MuonEG",L1_Mu5_EG20||L1_MU20_EG15,1||1,L1_Mu5_EG20||L1_MU20_EG15,1||1,10000,10000,23,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Dimuon0_Upsilon_Muon,"BPH","OnlineMonitor,MuOnia",L1_TripleMu0||L1_TripleMu_5_0_0,1||1,L1_TripleMu0||L1_TripleMu_5_0_0,1||0,1,1,39492,107,7.43000,+/-,0.03739,7.53978,+/-,0.72890,0.10978,1.46%,+/-,9.54%,0.150606341687
HLT_Photon75_R9Id90_HE10_Iso40_EBOnly_PFMET40,"HIG","OnlineMonitor,SinglePhoton",L1_SingleEG40,1,L1_SingleEG40,1,6,6,3671,14,0.69000,+/-,0.01139,0.16442,+/-,0.04394,0.52558,76.17%,+/-,2.24%,11.9605830017
HLT_DoubleMu33NoFiltersNoVtx,"EXO","OnlineMonitor,DoubleMuon",L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1,1,1,21886,52,4.12000,+/-,0.02785,3.66419,+/-,0.50813,0.45581,11.06%,+/-,10.99%,0.897030052644
HLT_PFHT600,"SUS","OnlineMonitor,JetHT",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,7500||0||5000||0||1||1||1||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,9500||0||6500||0||0||0||1||1||1,40,40,17025,53,3.20000,+/-,0.02452,0.09337,+/-,0.01282,3.10663,97.08%,+/-,0.77%,126.672872243
HLT_HcalNZS,"null","OnlineMonitor,HcalNZS",L1_SingleEG5||L1_SingleEG24||L1_SingleJet35||L1_SingleJet60||L1_SingleMuOpen||L1_ZeroBias,43000||1500||2200||700||16000||15923,L1_SingleEG5||L1_SingleEG24||L1_SingleJet35||L1_SingleJet60||L1_SingleMuOpen||L1_ZeroBias,50000||2000||3000||1000||20000||15013,1,1,3875,9,0.73000,+/-,0.01173,0.63419,+/-,0.21140,0.09581,13.13%,+/-,25.21%,0.453241121498
HLT_IsoTrackHE,"null","OnlineMonitor,Commissioning",L1_SingleJet60,700,L1_SingleJet60,1000,3,3,9849,25,1.85000,+/-,0.01864,0.58721,+/-,0.11744,1.26279,68.26%,+/-,2.25%,10.7524560748
HLT_DoubleJetsC100_SingleBTagCSV_p014,"Higgs,Analysis","OnlineMonitor,BTagCSV",L1_DoubleJetC100,1,L1_DoubleJetC100,1,380,380,5401,15,1.02000,+/-,0.01388,0.00278,+/-,0.00072,1.01722,99.73%,+/-,1.36%,73.2910861562
HLT_AK8PFJet260,"SMP","OnlineMonitor,JetHT",L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,1||1||1,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,1||1||1,91,91,13600,34,2.56000,+/-,0.02195,0.02633,+/-,0.00452,2.53367,98.97%,+/-,0.86%,115.419699563
HLT_Photon30,"SMP","OnlineMonitor,SinglePhoton",L1_SingleEG26,210,L1_SingleEG26,300,43,43,3755,8,0.71000,+/-,0.01159,0.01311,+/-,0.00464,0.69689,98.15%,+/-,1.63%,60.1465852908
HLT_IsoMu19_eta2p1_LooseIsoPFTau20,"TAU,HIG","OnlineMonitor,SingleMuon",L1_Mu18er_Tau20er,1,L1_Mu18er_Tau20er,1,1,1,37376,103,7.03000,+/-,0.03636,7.25792,+/-,0.71514,0.22792,3.14%,+/-,9.56%,0.318699321902
HLT_PFJet500,"SMP","OnlineMonitor,EventDisplay,JetHT",L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,1||1||1,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,1||1||1,1,1,31562,80,5.94000,+/-,0.03344,5.63722,+/-,0.63026,0.30278,5.10%,+/-,10.09%,0.480411054815
